lfc_F,lfc_M,symbol
1.9020530462740264,-0.0830290214669112,CTNNA1
1.1304271845336533,1.319580495673153,PPFIBP2
1.7339137431178697,0.03447696673355946,FSTL3
2.3435492828110687,-0.13319257066363482,SLC2A9
1.6390548144276322,-0.05817579394709301,ETS2
-1.188584399098675,-0.11929914765748915,HSPA2
-1.1637502113198244,-0.5863320546369227,AC091814.3
1.921718898680339,-0.08022084228642276,NCF4
1.7851064994890615,-0.4393648532856516,TSPAN33
7.462860272436379,1.256733626430033,XXbac-B135H6.19
4.4551513661098,-1.253134753774011,PRKCDBP
3.871869145253838,-0.44463092026542345,CXCL10
1.5944827910849786,0.0029813273096184257,ZDHHC7
2.9870420809713765,0.17631012335555032,TUBB6
1.046698537063814,-0.18962588668523103,PLD2
2.0370768139182043,0.17854602531711516,FOS
1.5381552668061906,0.08205587434727571,SPATA6
1.6567766733676423,0.14388828138069812,IDH1
4.2867328131981015,-0.4799952053655841,OLFML2B
2.0162256693003573,0.1826220878942448,BCL6
1.7168867100331882,-0.4910081932388899,TK2
-1.3023300157509667,-0.045420151671184295,CTD-2317K6.1
3.456061223637352,0.5807165442221197,PNPLA1
1.5441186255741242,-0.021148529843552817,TET2
1.5554081888341582,-0.05545136075015891,SULT1A1
2.3466775069937817,-0.7986047669855428,CDC42EP4
2.6954497397986494,-0.08554583439555172,RUFY4
5.332068571604272,-0.34134720169708327,SDC3
2.899729729266161,-0.4118301627113091,C10orf11
-1.439609736646784,0.3130058257345012,HCN2
2.9215827101152394,-0.4195446829128091,KL
1.6104402612567763,-0.09836051185357908,RP11-153M7.3
1.573815026852123,0.0619263882302238,NUDT16
2.2938007159030764,-0.16117773855585563,LRG1
-7.331257640688829,0.7326722667968091,CTD-2132N18.3
1.5055800467571403,-0.18308987545483615,ARID3A
1.6908312243204342,-0.21058285782361286,PTPRE
1.7193425872051202,0.005774645361067946,HPSE
-1.4814189899477441,0.5619302531519089,RP11-11M20.4
1.7610897021544252,0.1147224111889065,TAGLN
1.36234309838998,0.221454617416335,BNIP3L
8.570626582705307,1.2075693377641783,MARCO
-3.678099153011805,-0.17486234478711896,GUCY1B2
1.9534876241493222,-0.03495780971446215,ZCCHC24
2.08086309180125,0.4065052869815756,ASRGL1
1.8356295841881007,-0.13990062310919466,PLAGL1
1.6364666322261623,-0.19000551845476882,FAM109A
1.5758843441635193,-0.22534645378717283,PLXNC1
1.6237772080323312,-0.09092507979842396,CCDC88A
2.862498886228229,0.5497975407175373,PRICKLE1
-1.459362044747369,-0.37510063347951556,ANK1
1.974037823766923,-0.33052369941800835,SLC29A1
3.6144109241971285,-0.10711006919627013,RETN
1.6072874085690185,-0.16341561187676598,PCTP
-1.2265672769935556,-1.704389515062995,TBX21
-2.934028379193875,0.281300441991321,MYO1B
1.7309200141463517,-0.22473254555647917,ZNF469
1.3300273896049148,-0.37340940594568617,KCNH3
1.5657692915724761,0.10337959138945962,ZNF516
1.490210440329634,0.14415924673107652,ATP6V1A
1.5331005041273973,0.028902168620789995,BCKDK
1.5306299977003468,0.07242492754131938,C9orf72
2.1128102783547686,-0.33938511880875766,STARD8
2.7918413779879523,0.24400666481940164,VWF
1.9120557496053479,0.938185804755288,TNFSF13B
1.793528683718127,0.8827026223313448,PLD1
1.5485069980724733,-0.08568564248824473,CAMKK2
1.457558854536935,0.10724827473141672,PRCP
1.435854495539287,0.14761072217508597,TPP1
1.8245467427660438,-0.0008287409239568807,RP11-848G14.2
1.2487990880690838,-0.24539545176340594,C1orf233
1.7106132510600867,0.06493492847046266,NCEH1
1.6047912041984296,-0.16349736948678237,DUSP3
1.5937075259981064,-0.31791600920028573,SRGN
1.5605374781544408,-0.17115051957897248,PNKD
1.6823783860164514,-0.8145103451689945,EFHD2
1.8560306262617334,-0.29002847782446517,OSBPL1A
1.7383503237037217,0.031439271941993654,BEST1
1.2951072468563196,-0.6827057360328566,PPM1L
3.260740487321694,-0.19402411263047456,KNDC1
1.4142408307240637,-0.07931772962930567,DEF8
1.7742807827122415,0.08857779641153876,LACC1
1.9420684745089911,-0.16595645905041687,ZP3
1.931590096058158,-0.0585239259806872,SOWAHD
1.7532333512775948,-0.3203659662297768,BMP2K
1.783759548792535,0.14014974959199114,LY96
-1.8219613760790228,-0.6375776141117117,C21orf81
2.137698335465377,0.12212762001633906,DAB2
2.097119499098611,-2.500658602815366,SLCO4C1
1.6780011395683097,-0.5020579944165545,PPP1R26
2.807151681215527,0.37973543263964604,PIP5K1B
1.8018103335898594,-0.09227068819803962,CALML4
1.4713010757752798,-0.04287599608971591,ATP6V0D1
2.9689884576504206,0.1839505089705243,MYO10
1.7254545047450278,-0.0690651659768581,ADAM15
1.5827668118265357,0.19853127490477343,PPIF
1.633645004120537,-0.18357476479743137,SAT1
1.7286294009208791,0.0931585017130498,CLCN5
1.3340411246989123,-0.13360646503942206,C19orf54
1.358634741309325,-0.2179182658221341,RP11-218M22.1
1.5112893597789627,0.7080968464460833,CCR2
1.2906031295603597,0.5877861993152742,PTPRO
5.874610735637887,-0.6064477246714942,PDK4
1.4921266309700532,0.15634798863838276,KDM1B
1.3422642125179869,0.04718921990140676,G6PC3
-1.1203643451791272,-0.5735854055091643,METTL12
1.647402112942709,-1.3471886767151795,KLF10
-6.119050816303848,7.8303242225076835,RPL13P12
-1.179589885337418,0.9913831075453471,GPR25
1.5342384516272354,-0.018185140340785194,MBOAT7
